state,region,course
"
Florida
","
Florida
",Eagle Creek Golf Club
"
Florida
","
Florida
",EastWood Golf Course
"
Florida
","
Florida
",Fairways Country Club
"
Florida
","
Florida
",Grand Cypress - New
"
Florida
","
Florida
",Grande Vista Golf Club
"
Florida
","
Florida
",Hawk's Landing Golf Club
"
Florida
","
Florida
",Hunter's Creek Golf Club
"
Florida
","
Florida
",Lake Nona Golf & Country Club
"
Florida
","
Florida
",MetroWest Golf Club
"
Florida
","
Florida
",North Shore Golf Course
"
Florida
","
Florida
",Orange Tree Golf Club
"
Florida
","
Florida
",Rio Pinar Country Club
"
Florida
","
Florida
",Shingle Creek Golf Club
"
Florida
","
Florida
",Stoneybrook East Golf Course
"
Florida
","
Florida
",The Country Club of Orlando
"
Florida
","
Florida
","The Ritz-Carlton Golf Club, Orlando, Grande Lakes"
"
Florida
","
Florida
",Ventura Country Club
"
Florida
","
Florida
",Waldorf Astoria Golf Club
"
Florida
","
Florida
",Wedgefield Golf & Country Club
"
Florida
","
Florida
",Halifax Plantation
"
Florida
","
Florida
",Oceanside Golf & Country Club
"
Florida
","
Florida
",Plantation Bay Golf and Country Club - North/South Course
"
Florida
","
Florida
",Plantation Bay Golf and Country Club - Prestwick Golf Club
"
Florida
","
Florida
",Plantation Bay Golf and Country Club - South/West Course
"
Florida
","
Florida
",Plantation Bay Golf and Country Club - West/North Course
"
Florida
","
Florida
",River Bend Golf Club
"
Florida
","
Florida
",Riviera Country Club
"
Florida
","
Florida
",Tomoka Oaks Golf & Country Club
"
Florida
","
Florida
",The Oaks Club - Eagle Course
"
Florida
","
Florida
",The Oaks Club - Heron Course
"
Florida
","
Florida
",Cypress Point RV Golf Club
"
Florida
","
Florida
",Twin Rivers Golf Club
"
Florida
","
Florida
",Stonebrook Golf Course
"
Florida
","
Florida
",Palatka Golf Club
"
Florida
","
Florida
",Jo Daddy's Golf Course
"
Florida
","
Florida
",The Majors Golf Club at Bayside Lakes
"
Florida
","
Florida
",Everglades Golf Course
"
Florida
","
Florida
",Palm Beach Country Club
"
Florida
","
Florida
",Palm Beach Golf Course
"
Florida
","
Florida
",The Breakers - Ocean Course
"
Florida
","
Florida
",BallenIsles Country Club - East Course
"
Florida
","
Florida
",BallenIsles Country Club - North Course
"
Florida
","
Florida
",BallenIsles Country Club - South Course
"
Florida
","
Florida
",Eastpointe Country Club - East Course
"
Florida
","
Florida
",Eastpointe Country Club - West Course
"
Florida
","
Florida
",Frenchman's Reserve Golf Course
"
Florida
","
Florida
",North at Frenchman's Creek Beach & Country Club
"
Florida
","
Florida
",Old Marsh Golf Club
"
Florida
","
Florida
",Old Palm Golf Club
"
Florida
","
Florida
",PGA National Resort & Spa - Champion Course
"
Florida
","
Florida
",PGA National Resort & Spa - Fazio Course
"
Florida
","
Florida
",PGA National Resort & Spa - Palmer Course
"
Florida
","
Florida
",PGA National Resort & Spa - Squire Course
"
Florida
","
Florida
",Sandhill Crane Golf Course
"
Florida
","
Florida
",South at Frenchman's Creek Beach & Country Club
"
Florida
","
Florida
",Sunrise Course at Country Club At Mirasol
"
Florida
","
Florida
",Sunset Course at Country Club At Mirasol
"
Florida
","
Florida
",Banyan Creek Golf Club
"
Florida
","
Florida
",Crane Watch Club at Evergreen
"
Florida
","
Florida
",Golden Marsh at Harbour Ridge Yacht & Country Club
"
Florida
","
Florida
",Hammock Creek Golf Club
"
Florida
","
Florida
",Martin Downs Country Club - Osprey Creek Course
"
Florida
","
Florida
",Monarch Country Club
"
Florida
","
Florida
",Palm Cove Golf and Yacht Club
"
Florida
","
Florida
",Piper's Landing Country Club
"
Florida
","
Florida
",River Ridge at Harbour Ridge Yacht & Country Club
"
Florida
","
Florida
",The Floridian
"
Florida
","
Florida
",The Floridian - The Harmon Par-3 Course
"
Florida
","
Florida
",The Fox Club
"
Florida
","
Florida
",Cypress Knoll Golf & Country Club
"
Florida
","
Florida
",Grand Haven Golf Club
"
Florida
","
Florida
",Hammock Beach Resort - The Conservatory Course
"
Florida
","
Florida
",Hammock Beach Resort - The Ocean Course
"
Florida
","
Florida
",Hammock Dunes - Rees Jones Creek Course
"
Florida
","
Florida
",Hammock Dunes - Tom Fazio Links Course
"
Florida
","
Florida
",Palm Harbor Golf Club
"
Florida
","
Florida
",Pine Lakes Golf Club
"
Florida
","
Florida
",Blue/Red at Highland Lakes Golf Course
"
Florida
","
Florida
",Innisbrook Resort & Golf Club - Copperhead Course
"
Florida
","
Florida
",Innisbrook Resort & Golf Club - Fox Squirrel Course
"
Florida
","
Florida
",Innisbrook Resort & Golf Club - Island Course
"
Florida
","
Florida
",Innisbrook Resort & Golf Club - North Course
"
Florida
","
Florida
",Innisbrook Resort & Golf Club - South Course
"
Florida
","
Florida
",Lansbrook Golf Club
"
Florida
","
Florida
",Red/White at Highland Lakes Golf Course
"
Florida
","
Florida
",Tarpon Woods Golf Club
"
Florida
","
Florida
",White/Blue at Highland Lakes Golf Course
"
Florida
","
Florida
",Buffalo Creek Golf Course
"
Florida
","
Florida
",Moccasin Wallow Golf Club
"
Florida
","
Florida
",Terra Ceia Bay Golf & Tennis Club
"
Florida
","
Florida
",Bay Point Resort - Meadows Course
"
Florida
","
Florida
",Bay Point Resort - Nicklaus Course
"
Florida
","
Florida
",Camp Creek Golf Club
"
Florida
","
Florida
",Edgewater Beach Resort & Golf Course
"
Florida
","
Florida
",Holiday Golf Club - Executive Par-3 Course
"
Florida
","
Florida
",Holiday Golf Club - Regulation Course
"
Florida
","
Florida
",Sharks Tooth Golf Club
"
Florida
","
Florida
",Signal Hill Golf Course
"
Florida
","
Florida
",Parkland Golf Club
"
Florida
","
Florida
",Orange at Palmetto Pines Golf Course
"
Florida
","
Florida
",Red at Palmetto Pines Golf Course
"
Florida
","
Florida
",River Wilderness Golf and Country Club
"
Florida
","
Florida
",Manatee Cove Golf Course
"
Florida
","
Florida
",Championship at Hollybrook Golf & Tennis Club
"
Florida
","
Florida
",Flamingo Lakes Country Club
"
Florida
","
Florida
",Grand/Royal at Grand Palms Golf & Country Club
"
Florida
","
Florida
",Par 3 at Hollybrook Golf & Tennis Club
"
Florida
","
Florida
",Pembroke Lakes Golf & Racquet Club
"
Florida
","
Florida
",Royal/Sabal at Grand Palms Golf & Country Club
"
Florida
","
Florida
",Sabal/Grand at Grand Palms Golf & Country Club
"
Florida
","
Florida
",Penney Farms Retirement Community Golf Course
"
Florida
","
Florida
",Bayou/Lakeview at A. C. Read Golf Course
"
Florida
","
Florida
",Bayview/Bayou at A. C. Read Golf Course
"
Florida
","
Florida
",Executive at A. C. Read Golf Course
"
Florida
","
Florida
",Lakeview/Bayview at A. C. Read Golf Course
"
Florida
","
Florida
",Lost Key Golf Club
"
Florida
","
Florida
",Marcus Pointe Golf Club
"
Florida
","
Florida
",Osceola Municipal Golf Course
"
Florida
","
Florida
",Pensacola Country Club
"
Florida
","
Florida
",Perdido Bay Golf Club
"
Florida
","
Florida
",Scenic Hills Country Club
"
Florida
","
Florida
",Perry Golf & Country Club
"
Florida
","
Florida
",Mainlands Golf Course
"
Florida
","
Florida
",Coral Creek Club
"
Florida
","
Florida
",Country Meadows
"
Florida
","
Florida
",Golden Lakes Golf Course
"
Florida
","
Florida
",East at Jacaranda Golf Club
"
Florida
","
Florida
",Fort Lauderdale Country Club - North Course
"
Florida
","
Florida
",Fort Lauderdale Country Club - South Course
"
Florida
","
Florida
",Lago Mar Country Club
"
Florida
","
Florida
",Plantation Preserve Golf Course
"
Florida
","
Florida
",West at Jacaranda Golf Club
"
Florida
","
Florida
",Cypress at Palm-Aire Country Club
"
Florida
","
Florida
",Leisureville Fairway
"
Florida
","
Florida
",Oaks at Palm-Aire Country Club
"
Florida
","
Florida
",Palms at Palm-Aire Country Club
"
Florida
","
Florida
",Palms at Pompano Beach Golf Course
"
Florida
","
Florida
",Pines at Pompano Beach Golf Course
"
Florida
","
Florida
",Harbour Village Golf & Yacht Club
"
Florida
","
Florida
",Lagoon at Ponte Vedra Inn & Club
"
Florida
","
Florida
",Marsh Landing Country Club
"
Florida
","
Florida
",Ocean at Ponte Vedra Inn & Club
"
Florida
","
Florida
",Palm Valley Golf Club
"
Florida
","
Florida
",Plantation at Ponte Vedra
"
Florida
","
Florida
",Sawgrass Country Club - East/South
"
Florida
","
Florida
",Sawgrass Country Club - South/West
"
Florida
","
Florida
",Sawgrass Country Club - West/East
"
Florida
","
Florida
",The Oak Bridge Club
"
Florida
","
Florida
",TPC Sawgrass - Dye's Valley Course
"
Florida
","
Florida
",TPC Sawgrass - THE PLAYERS Stadium Course
"
Florida
","
Florida
",Kings Gate Golf Club
"
Florida
","
Florida
",Maple Leaf Golf & Country Club
"
Florida
","
Florida
",Port Charlotte Golf Club
"
Florida
","
Florida
",Riverwood Golf Club
"
Florida
","
Florida
",The Cove of Rotonda Golf Center
"
Florida
","
Florida
",Crane Lakes Golf & Country Club
"
Florida
","
Florida
",Cypress Head Golf Club
"
Florida
","
Florida
",Spruce Creek Country Club
"
Florida
","
Florida
",St. Joseph's Bay Country Club
"
Florida
","
Florida
",Club Med Sandpiper Bay
"
Florida
","
Florida
",Dye Course at PGA Golf Club
"
Florida
","
Florida
",Nicholas Golf Club
"
Florida
","
Florida
",Ryder Course at PGA Golf Club
"
Florida
","
Florida
",Santa Lucia River Club - The Ballantrae Golf Course
"
Florida
","
Florida
",Savanna Club Golf Course
"
Florida
","
Florida
",Spanish Lakes Golf Course
"
Florida
","
Florida
",Spanish Lakes Golf Village
"
Florida
","
Florida
",St. Lucie Trail Golf Club
"
Florida
","
Florida
",The Champion Turf Club at St. James
"
Florida
","
Florida
",The Legacy Golf & Tennis Club - Championship Course
"
Florida
","
Florida
",The Legacy Golf & Tennis Club - Executive Course
"
Florida
","
Florida
",The Saints At Port St Lucie
"
Florida
","
Florida
",The Tesoro Club - Palmer Course
"
Florida
","
Florida
",The Tesoro Club - Watson Course
"
Florida
","
Florida
",Wanamaker Course at PGA Golf Club
"
Florida
","
Florida
",Babcock National
"
Florida
","
Florida
",Blue Heron Pines
"
Florida
","
Florida
",Deep Creek Golf Club
"
Florida
","
Florida
",Heritage Landing Golf & Country Club
"
Florida
","
Florida
",Heron/Osprey at Burnt Store Marina & Country Club
"
Florida
","
Florida
",Heron/Pelican at Burnt Store Marina & Country Club
"
Florida
","
Florida
",Pelican/Osprey at Burnt Store Marina & Country Club
"
Florida
","
Florida
",Seminole Lakes Country Club
"
Florida
","
Florida
",St. Andrews South Golf Club
"
Florida
","
Florida
",Twin Isles Country Club
"
Florida
","
Florida
",The Golf Club of Quincy
"
Florida
","
Florida
",Reunion Resort - Nicklaus Course
"
Florida
","
Florida
",Reunion Resort - Palmer Course
"
Florida
","
Florida
",Reunion Resort - Watson Course
"
Florida
","
Florida
",Ridge Manor Oaks Golf & Country Club
"
Florida
","
Florida
",Westgate River Ranch Resort
"
Florida
","
Florida
",Summerfield Crossings Golf Club
"
Florida
","
Florida
",Rockledge Country Club
"
Florida
","
Florida
",Turtle Creek Golf Club
"
Florida
","
Florida
",Cape Haze Links at Rotonda Golf & Country Club
"
Florida
","
Florida
",Hills at Rotonda Golf & Country Club
"
Florida
","
Florida
",Palms at Rotonda Golf & Country Club
"
Florida
","
Florida
",Pinemoor West Golf Club
"
Florida
","
Florida
",Rotonda Golf & Country Club Long Marsh - The Long Meadow
"
Florida
","
Florida
",Rotonda Golf & Country Club Long Marsh - The Pine Valley Course
"
Florida
","
Florida
",Rotonda Golf & Country Club Long Marsh - The White Marsh
"
Florida
","
Florida
",Madison Green Country Club
"
Florida
","
Florida
",Village Golf Course
"
Florida
","
Florida
",Riverside Golf Course
"
Florida
","
Florida
",The Golf Club of Cypress Creek
"
Florida
","
Florida
",Golf Club At South Hampton
"
Florida
","
Florida
",King and Bear Golf Course at World Golf Village
"
Florida
","
Florida
",Marsh Creek Country Club
"
Florida
","
Florida
",Royal St. Augustine Golf and Country Club
"
Florida
","
Florida
",Slammer and Squire Golf Course at World Golf Village
"
Florida
","
Florida
",St. Augustine Shores Golf Club
"
Florida
","
Florida
",St. Johns Golf & Country Club
"
Florida
","
Florida
",The Palencia Club
"
Florida
","
Florida
","Abbey Course At St. Leo University, The"
"
Florida
","
Florida
",Cypress Links at Mangrove Bay
"
Florida
","
Florida
",Isla Del Sol Golf Yacht & Country Club
"
Florida
","
Florida
",Mangrove Bay Golf Course
"
Florida
","
Florida
",Renaissance Vinoy Resort
"
Florida
","
Florida
",St. Petersburg Country Club
"
Florida
","
Florida
",Twin Brooks Golf Course
"
Florida
","
Florida
",Tampa Bay Golf & Country Club
"
Florida
","
Florida
",Tampa Bay Golf & Country Club - Executive Course
"
Florida
","
Florida
",Mayfair Country Club
"
Florida
","
Florida
",The Dunes Golf & Tennis Club
"
Florida
","
Florida
",Sanibel Island Golf Club
"
Florida
","
Florida
",The Sanctuary Golf Club
"
Florida
","
Florida
",Santa Rosa Golf & Beach Club
"
Florida
","
Florida
",Bent Tree Country Club
"
Florida
","
Florida
",Bobby Jones Golf Club - American Course
"
Florida
","
Florida
",Bobby Jones Golf Club - British Course
"
Florida
","
Florida
",Bobby Jones Golf Club - Gillespie Executive Course
"
Florida
","
Florida
",Champions at Palm-Aire Country Club
"
Florida
","
Florida
",East at Laurel Oak Country Club
"
Florida
","
Florida
",Gator Creek Golf Course
"
Florida
","
Florida
",Heritage Oaks Golf & Country Club
"
Florida
","
Florida
",Lakes at Palm-Aire Country Club
"
Florida
","
Florida
",Misty Creek Country Club
"
Florida
","
Florida
",Rolling Green Golf Club
"
Florida
","
Florida
",Sara Bay Country Club
"
Florida
","
Florida
",Serenoa Golf Club
"
Florida
","
Florida
",Stoneybrook Golf & Country Club
"
Florida
","
Florida
",Suncoast Golf Center
"
Florida
","
Florida
",Tatum Ridge Golf Links
"
Florida
","
Florida
",The Founders Golf Club
"
Florida
","
Florida
",The Groves Golf Course
"
Florida
","
Florida
",The Highlands Golf Course
"
Florida
","
Florida
",The Meadows Country Club
"
Florida
","
Florida
",The Palms Golf Club At Forest Lakes
"
Florida
","
Florida
",TPC Prestancia - The Players Course
"
Florida
","
Florida
",TPC Prestancia - The Stadium Course
"
Florida
","
Florida
",Village Green Golf Club
"
Florida
","
Florida
",West at Laurel Oak Country Club
"
Florida
","
Florida
",Sebastian Municipal Golf Course
"
Florida
","
Florida
",Country Club of Sebring
"
Florida
","
Florida
",Deer Run at Sun 'n Lake Golf & Country Club
"
Florida
","
Florida
",Eighteen Hole at Harder Hall Country Club
"
Florida
","
Florida
",Executive at Harder Hall Country Club
"
Florida
","
Florida
",Golf Hammock Country Club
"
Florida
","
Florida
",Sebring Golf Club
"
Florida
","
Florida
",Sebring Lakeside Golf Resort
"
Florida
","
Florida
",Spring Lake Golf Resort - Bobcat Run Executive Course
"
Florida
","
Florida
",Spring Lake Golf Resort - Cougar Trail Course
"
Florida
","
Florida
",Spring Lake Golf Resort - Panther Creek Course
"
Florida
","
Florida
",Turtle Run at Sun 'n Lake Golf & Country Club
"
Florida
","
Florida
",Seminole Lake Country Club
"
Florida
","
Florida
",Shalimar Pointe Golf & Country Club
"
Florida
","
Florida
",Eagle Dunes Golf Club
"
Florida
","
Florida
",RedTail Golf Club
"
Florida
","
Florida
",Oak Hills Golf Club
"
Florida
","
Florida
",Quail Ridge Golf & Country Club
"
Florida
","
Florida
",Seven Hills Golfers Club
"
Florida
","
Florida
",Timber Pines - The Grand Pines Course
"
Florida
","
Florida
",Timber Pines - The Highlands Course
"
Florida
","
Florida
",Timber Pines - The Hills Course
"
Florida
","
Florida
",Timber Pines - The Lakes Course
"
Florida
","
Florida
",Royal St. Cloud Golf Links - Blue/Red Course
"
Florida
","
Florida
",Royal St. Cloud Golf Links - Red/White Course
"
Florida
","
Florida
",Royal St. Cloud Golf Links - White/Blue Course
"
Florida
","
Florida
",Starke Country Club
"
Florida
","
Florida
",Champions Club at Summerfield
"
Florida
","
Florida
",Mariner Sands Country Club - Blue Course
"
Florida
","
Florida
",Mariner Sands Country Club - Gold Course
"
Florida
","
Florida
",Martin County Golf Course - Gold/Blue
"
Florida
","
Florida
",Martin County Golf Course - Red/White
"
Florida
","
Florida
",Miles Grant Country Club
"
Florida
","
Florida
",Monterey Yacht & Country Club
"
Florida
","
Florida
",Ocean Club at the Hutchinson Island Beach Resort and Marina
"
Florida
","
Florida
",Sailfish Point Golf Club
"
Florida
","
Florida
",The Florida Club
"
Florida
","
Florida
",The Shores of North River Golf Club
"
Florida
","
Florida
",Willoughby Golf Club
"
Florida
","
Florida
","Yacht & Country Club, The"
"
Florida
","
Florida
",Eagle Ridge Golf Club - Champions Course
"
Florida
","
Florida
",Eagle Ridge Golf Club - Heritage Course
"
Florida
","
Florida
",Eagle Ridge Golf Club - Masters Course
"
Florida
","
Florida
",Eagle Ridge Golf Club - Memorial Course
"
Florida
","
Florida
",Links of Spruce Creek South
"
Florida
","
Florida
",Stonecrest Golf Club
"
Florida
","
Florida
",Stonecrest Golf Club - Meadows Course
"
Florida
","
Florida
",Shady Brook Golf & RV
"
Florida
","
Florida
",Caloosa Golf & Country Club
"
Florida
","
Florida
",Freedom Fairways
"
Florida
","
Florida
",Kings Point Executive Golf Course
"
Florida
","
Florida
",Sandpiper Golf Club - Lakes/Palms Course
"
Florida
","
Florida
",Sandpiper Golf Club - Oaks/Lakes Course
"
Florida
","
Florida
",Sandpiper Golf Club - Palms/Oaks Course
"
Florida
","
Florida
",Scepter Golf Club - Falcon/Ibis Course
"
Florida
","
Florida
",Scepter Golf Club - Ibis/Osprey Course
"
Florida
","
Florida
",Scepter Golf Club - Osprey/Falcon Course
"
Florida
","
Florida
",The Club Renaissance
"
Florida
","
Florida
",Sunny Hills Golf Club
"
Florida
","
Florida
",Sunrise Lakes Phase 3 Golf Course
"
Florida
","
Florida
",Sunrise Lakes Phase IV Golf Course
"
Florida
","
Florida
",The Bridges at Springtree Golf Club
"
Florida
","
Florida
",Capital City Country Club
"
Florida
","
Florida
",Cross Creek Golf Club
"
Florida
","
Florida
",East/North at Killearn Country Club & Inn
"
Florida
","
Florida
",Golden Eagle Country Club
"
Florida
","
Florida
",Hilaman Park Municipal Golf Course
"
Florida
","
Florida
",Jake Gaither Municipal Golf Course
"
Florida
","
Florida
",North/South at Killearn Country Club & Inn
"
Florida
","
Florida
",Seminole Legacy Golf Club
"
Florida
","
Florida
",South/East at Killearn Country Club & Inn
"
Florida
","
Florida
",SouthWood Golf Club
"
Florida
","
Florida
",The Golf Club at Summerbrooke
"
Florida
","
Florida
",Championship at Colony West Country Club
"
Florida
","
Florida
",Cypress at Woodmont Country Club
"
Florida
","
Florida
",East at Woodlands Country Club
"
Florida
","
Florida
",Glades at Colony West Country Club
"
Florida
","
Florida
",Pines at Woodmont Country Club
"
Florida
","
Florida
",West at Woodlands Country Club
"
Florida
","
Florida
",Avila Golf & Country Club
"
Florida
","
Florida
",Babe Zaharias Golf Course
"
Florida
","
Florida
",Carrollwood Country Club - Cypress/Meadows Course
"
Florida
","
Florida
",Carrollwood Country Club - Meadows/Pines Course
"
Florida
","
Florida
",Carrollwood Country Club - Pines/Cypress Course
"
Florida
","
Florida
",Countryway Golf Club
"
Florida
","
Florida
",Heritage Isles Golf and Country Club
"
Florida
","
Florida
",Hidden Gunn Golf & Driving Range
"
Florida
","
Florida
",Hunter's Green Country Club
"
Florida
","
Florida
",Northdale Golf Club
"
Florida
","
Florida
",Old Memorial Golf Club
"
Florida
","
Florida
",Palma Ceia Golf & Country Club
"
Florida
","
Florida
",Pebble Creek Golf Club
"
Florida
","
Florida
",Rocky Point Golf Course
"
Florida
","
Florida
",Rogers Park Golf Course
"
Florida
","
Florida
",Tampa Palms Golf & Country Club
"
Florida
","
Florida
",Terrace Hill Golf Club
"
Florida
","
Florida
",University of South Florida Golf Course - The Claw
"
Florida
","
Florida
",Westchase Golf Club
"
Florida
","
Florida
",Crescent Oaks Country Club
"
Florida
","
Florida
",Cypress Run Golf Club
"
Florida
","
Florida
",Tarpon Springs Golf Course
"
Florida
","
Florida
",Wentworth Golf Club
"
Florida
","
Florida
",Baytree Golf Course
"
Florida
","
Florida
",Deer Island Country Club
"
Florida
","
Florida
",Fisherman's Cove Golf & Marina
"
Florida
","
Florida
",Temple Terrace Golf & Country Club
"
Florida
","
Florida
",Hills at Jupiter Hills Club
"
Florida
","
Florida
",Riverbend Golf Club
"
Florida
","
Florida
",Tequesta Country Club
"
Florida
","
Florida
",The Little Club
"
Florida
","
Florida
",Turtle Creek Club
"
Florida
","
Florida
",Village at Jupiter Hills Club
"
Florida
","
Florida
",Belle Glade Country Club - Calusa Course
"
Florida
","
Florida
",Belle Glade Country Club - Seminole Course
"
Florida
","
Florida
",Belle Glade Country Club - Tequesta Course
"
Florida
","
Florida
",Bonifay Country Club - Destin/Fort Walton
"
Florida
","
Florida
",Bonifay Country Club - Fort Walton/Pensacola
"
Florida
","
Florida
",Bonifay Country Club - Pensacola/Destin
"
Florida
","
Florida
",Escambia at The Villages Executive Golf Trail
"
Florida
","
Florida
",Evans Prairie Country Club - Egret/Killdeer
"
Florida
","
Florida
",Evans Prairie Country Club - Killdeer/Osprey
"
Florida
","
Florida
",Evans Prairie Country Club - Osprey/Egret
"
Florida
","
Florida
",Fox Run Course at Glenview Champions Country Club
"
Florida
","
Florida
",Lakes/Oaks at Hacienda Hills Golf & Country Club
"
Florida
","
Florida
",Loblolly Executive Golf Course
"
Florida
","
Florida
",Longleaf Executive Golf Course
"
Florida
","
Florida
",Lowlands Executive Golf Course
"
Florida
","
Florida
",Marsh View Pitch & Putt
"
Florida
","
Florida
",Oaks/Palms at Hacienda Hills Golf & Country Club
"
Florida
","
Florida
",Okeechobee at The Villages Executive Golf Trail
"
Florida
","
Florida
",Orange Blossom Hills Golf & Country Club
"
Florida
","
Florida
",Palms/Lakes at Hacienda Hills Golf & Country Club
"
Florida
","
Florida
",Sarasota at The Villages Executive Golf Trail
"
Florida
","
Florida
",Stirrup Cup Course at Glenview Champions Country Club
"
Florida
","
Florida
",Talley Ho Course at Glenview Champions Country Club
"
Florida
","
Florida
",Tierra Del Sol Golf & Country Club
"
Florida
","
Florida
",Volusia at The Villages Executive Golf Trail
"
Florida
","
Florida
",Great Outdoors RV & Golf Resort
"
Florida
","
Florida
",La Cita Golf & Country Club
"
Florida
","
Florida
",Sherwood Golf Club
"
Florida
","
Florida
",Willow Lakes RV and Golf Resort
"
Florida
","
Florida
",Treasure Bay Golf & Tennis
"
Florida
","
Florida
",Fox Hollow Golf Club
"
Florida
","
Florida
",Heritage Springs Country Club
"
Florida
","
Florida
",1 & 10 at University Park Country Club
"
Florida
","
Florida
",10 & 19 at University Park Country Club
"
Florida
","
Florida
",19 & 1 at University Park Country Club
"
Florida
","
Florida
",Bloomingdale Golfers Club
"
Florida
","
Florida
",Buckhorn Springs Golf & Country Club
"
Florida
","
Florida
",River Hills Country Club
"
Florida
","
Florida
",Bird Bay Executive Golf Course
"
Florida
","
Florida
",Capri Isles Golf Club
"
Florida
","
Florida
",First/Second at Lake Venice Golf Club
"
Florida
","
Florida
",Gleneagles/Turnberry at Waterford Golf Club
"
Florida
","
Florida
",Jacaranda West Country Club
"
Florida
","
Florida
",Pelican Pointe Golf & Country Club - Hatchett/Meadows Course
"
Florida
","
Florida
",Pelican Pointe Golf & Country Club - Meadows/Preserve Course
"
Florida
","
Florida
",Pelican Pointe Golf & Country Club - Preserve/Hatchett Course
"
Florida
","
Florida
",Sarasota National Golf Club
"
Florida
","
Florida
",Sawgrass/Gleneagles at Waterford Golf Club
"
Florida
","
Florida
",Sawgrass/Turnberry at Waterford Golf Club
"
Florida
","
Florida
",Second/Third at Lake Venice Golf Club
"
Florida
","
Florida
",The Bobcat at Plantation Golf & Country Club
"
Florida
","
Florida
",The Panther at Plantation Golf & Country Club
"
Florida
","
Florida
",Third/First at Lake Venice Golf Club
"
Florida
","
Florida
",Venetian Golf & River Club
"
Florida
","
Florida
",Venice East Golf Club
"
Florida
","
Florida
",Venice Golf & Country Club
"
Florida
","
Florida
",American Golf Club Vero Beach - Blue Course
"
Florida
","
Florida
",American Golf Club Vero Beach - Red Course
"
Florida
","
Florida
",American Golf Club Vero Beach - White Course
"
Florida
","
Florida
",Bent Pine Golf Club
"
Florida
","
Florida
",Dunes at Sandridge Golf Club
"
Florida
","
Florida
",Hawk's Nest Golf Club
"
Florida
","
Florida
",Indian River Club
"
Florida
","
Florida
",Lakes at Sandridge Golf Club
"
Florida
","
Florida
",North at John's Island Club
"
Florida
","
Florida
",Oak Harbor Country Club
"
Florida
","
Florida
",Orchid Island Golf & Beach Club
"
Florida
","
Florida
",Quail Valley Golf Club
"
Florida
","
Florida
",RedStick Golf Club
"
Florida
","
Florida
",Riomar Country Club
"
Florida
","
Florida
",South at John's Island Club
"
Florida
","
Florida
",The Club at Pointe West
"
Florida
","
Florida
",The Harbor at Grand Harbor Golf & Beach Club
"
Florida
","
Florida
",The Moorings Club
"
Florida
","
Florida
",The River at Grand Harbor Golf & Beach Club
"
Florida
","
Florida
",Vero Beach Country Club
"
Florida
","
Florida
",Vista Plantation Golf Course
"
Florida
","
Florida
",West at John's Island Club
"
Florida
","
Florida
","Windsor Club, The"
"
Florida
","
Florida
",Duran Golf Club - Championship Course
"
Florida
","
Florida
",Duran Golf Club - Short Course
"
Florida
","
Florida
",Viera East Golf Club
"
Florida
","
Florida
",Origins Golf Club
"
Florida
","
Florida
",GlenLakes Country Club
"
Florida
","
Florida
",Heather Golf & Country Club
"
Florida
","
Florida
",The Wanderers Club at Wellington
"
Florida
","
Florida
",Wellington National Golf Club
"
Florida
","
Florida
",Lexington Oaks Golf Club
"
Florida
","
Florida
",Palmer at Saddlebrook Golf & Tennis Resort
"
Florida
","
Florida
",Saddlebrook at Saddlebrook Golf & Tennis Resort
"
Florida
","
Florida
",Banyan Cay Resort & Golf
"
Florida
","
Florida
",Banyan Golf Course
"
Florida
","
Florida
",Cypress Lakes Homeowners Golf Course
"
Florida
","
Florida
",Eagle/Osprey at Okeeheelee Golf Course
"
Florida
","
Florida
",Emerald Dunes Golf Club
"
Florida
","
Florida
",Heron/Eagle at Okeeheelee Golf Course
"
Florida
","
Florida
",Lakes at Bear Lakes Country Club
"
Florida
","
Florida
",Links at Bear Lakes Country Club
"
Florida
","
Florida
",Lone Pines Golf Course
"
Florida
","
Florida
",Mayacoo Lakes Country Club
"
Florida
","
Florida
",Osprey/Heron at Okeeheelee Golf Course
"
Florida
","
Florida
",PGA National Resort & Spa - Estates Course
"
Florida
","
Florida
",The Breakers - Rees Jones Course
"
Florida
","
Florida
",The Club at Ibis - The Heritage Course
"
Florida
","
Florida
",The Club at Ibis - The Legend Course
"
Florida
","
Florida
",The Club at Ibis - The Tradition Course
"
Florida
","
Florida
",The Cypress at Palm Beach Polo & Country Club
"
Florida
","
Florida
",The Preserve at Ironhorse
"
Florida
","
Florida
",Trump International Golf Club
"
Florida
","
Florida
",Trump International Golf Club - The Executive Golf Course
"
Florida
","
Florida
",Bonaventure Golf Club
"
Florida
","
Florida
",Weston Hills Country Club - Players Course
"
Florida
","
Florida
",Weston Hills Country Club - Tour Course
"
Florida
","
Florida
",Continental Country Club
"
Florida
","
Florida
",The Village of Fenney - Gray Fox Course
"
Florida
","
Florida
",The Village of Fenney - Red Fox Course
"
Florida
","
Florida
",Isleworth Country Club
"
Florida
","
Florida
",The Golden Bear Club at Keene's Point
"
Florida
","
Florida
",Crooked Cat at Orange County National
"
Florida
","
Florida
",Panther Lake at Orange County National
"
Florida
","
Florida
",Stoneybrook West Golf Course
"
Florida
","
Florida
",Tooth 9-hole Course at Orange County National
"
Florida
","
Florida
",West Orange Country Club
"
Florida
","
Florida
",Carefree Country Club
"
Florida
","
Florida
",Country Club of Winter Haven
